,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|O62798.1|OPSD_TURTR,0.98993313,0.9905951,0.9891508,0.9879415,0.98738086,0.9888379,0.9928395,0.9850106,0.98989236,0.98649096,0.9883952,0.9909787,0.989654,0.9869912,0.9969407,0.99548084,0.9976965,0.97503084,0.9958826,0.96121347,0.986104,0.99299693,0.99100554,0.99649876,0.9977181,0.9924893,0.9978783,0.9971459,0.99782884,0.99831283,0.9963941,0.9962226,0.99889183,0.99678457,0.9958998,0.99850225,0.99895704,0.9990131,0.99779963,0.99900687,0.9986253,0.99882454,0.9988969,0.9989017,0.9998305,0.9947052,0.99868196,0.99702436,0.998713,0.9948735,0.9987617,0.9976679,0.9992806,0.99734515,0.9968315,1.0000001,0.9969357,0.996341,0.99910986,0.99973947,0.9989681,0.99912775,0.9955521,0.9976096,0.9953041,0.9947312,0.9987496,0.99503434,0.99466777,0.9960393,0.99846953,0.99511343,0.9950269,0.99400145,0.9951702,0.994751,0.9954135,0.9958886,0.99506307,0.99431264,0.99499786,0.99567384,0.9952477,0.96477145,0.9946245,0.9835559,0.99506396,0.9870656,0.99593496,0.99284387,0.99546665,0.98918754,0.9955982,0.9952247,0.99540985,0.9952744,0.9882022,0.98675704,0.9933304,0.9955158,0.9831934,0.9828189,0.9800297,0.9827372,0.9836416,0.98370445,0.9825841,0.9837326,0.9823563,0.9826527,0.9829797,0.98380995,0.9871086,0.9823712,0.983799,0.9822335,0.9804377,0.98553777,0.9868033,0.969727,0.9956555,0.99491143,0.9488115
sp|Q90214.1|OPSD1_ANGAN,0.98855054,0.9892245,0.9886268,0.98748004,0.9862809,0.9889531,0.9921818,0.98395073,0.9908253,0.9853252,0.98611283,0.9883882,0.9867834,0.9847387,0.9960498,0.9932661,0.99592614,0.9736576,0.9939235,0.96236485,0.98505497,0.99251103,0.987017,0.99352294,0.996058,0.9921963,0.99727595,0.9953251,0.99667114,0.9979999,0.9967587,0.99509317,0.9960942,0.99900746,0.9927146,0.99601185,0.99588585,0.9962574,0.99727345,0.9963181,0.99570864,0.9965482,0.9975642,0.99649274,0.997374,0.99193114,0.99559236,0.9960677,0.9960434,0.9944831,0.9958887,0.99663657,0.99726135,0.99771625,0.9965424,0.9969357,1.0000004,0.99463564,0.99606603,0.99735045,0.9960928,0.9964791,0.9974034,0.9967015,0.9964392,0.9964617,0.9957451,0.9966799,0.9961173,0.9967677,0.9960567,0.9916065,0.9961409,0.9955767,0.9963304,0.99663734,0.99717647,0.9968256,0.9963828,0.9964541,0.99697924,0.9972045,0.9974371,0.96563447,0.99664676,0.9828521,0.9966053,0.9853746,0.99689704,0.99484617,0.9968018,0.9884707,0.9961688,0.9967907,0.9975699,0.9973582,0.9875637,0.98523307,0.9950293,0.9952018,0.98258543,0.9821746,0.9783577,0.98046875,0.9821979,0.98270154,0.98131776,0.98462844,0.9809973,0.9822798,0.9804528,0.9810185,0.9863554,0.9787865,0.98088557,0.97865844,0.9787863,0.9842038,0.98454833,0.96417093,0.9985251,0.99704266,0.94861907
sp|P22671.1|OPSD_LETCA,0.98927397,0.9897738,0.9891405,0.98561275,0.98622614,0.9878556,0.9935431,0.9850742,0.9892471,0.98762554,0.9894661,0.9904708,0.98960745,0.9886726,0.9968736,0.9962324,0.99420357,0.97569317,0.9941623,0.96091413,0.9869504,0.9938644,0.9902928,0.99736875,0.9963932,0.9938308,0.99725854,0.9956845,0.9970038,0.997038,0.99472666,0.9973541,0.9957295,0.9944085,0.99774617,0.99551725,0.9961474,0.9968907,0.9972544,0.9969289,0.99604785,0.99595684,0.9960688,0.9966303,0.99652034,0.9959196,0.995201,0.9967537,0.9960977,0.9954065,0.9963275,0.9971657,0.9963281,0.99650264,0.99611795,0.996341,0.99463564,0.99999976,0.99657387,0.9963121,0.99654555,0.9963409,0.995036,0.9976201,0.99549115,0.9948015,0.99686915,0.9956486,0.9954157,0.9954833,0.99654794,0.9974562,0.9945928,0.99442947,0.99531174,0.99510884,0.994932,0.99558973,0.9958799,0.995392,0.9954854,0.99592257,0.99531144,0.9673113,0.9942864,0.98494804,0.9964562,0.9872157,0.9960592,0.99430543,0.9959457,0.9889797,0.9960551,0.9960533,0.9950437,0.99540037,0.98839265,0.98704857,0.9948729,0.99831635,0.98469836,0.98476607,0.981208,0.98465556,0.98473185,0.984809,0.98270744,0.98516214,0.98388,0.9849163,0.98409164,0.9848096,0.9858124,0.98464215,0.9861426,0.9839992,0.9806638,0.9841288,0.9854206,0.96912086,0.9946182,0.9957595,0.950795
sp|P08100.1|OPSD_HUMAN,0.98686767,0.987671,0.98611456,0.9841767,0.98382425,0.9855871,0.99112284,0.98251104,0.987254,0.9846601,0.9883142,0.9902556,0.98825735,0.98460644,0.99609613,0.995204,0.99843156,0.97174805,0.99615806,0.9578749,0.9829931,0.99184346,0.98933184,0.9961473,0.99779904,0.9910387,0.99716973,0.9971795,0.9981872,0.99752045,0.9964607,0.99545014,0.99953306,0.9966716,0.99557376,0.99944925,0.99977005,0.9995522,0.99779814,0.99947256,0.9996467,0.99927557,0.9989109,0.99925256,0.9992565,0.9943252,0.9992309,0.9971973,0.9993515,0.99353313,0.9994519,0.9977467,0.99871826,0.99710006,0.99679285,0.99910986,0.99606603,0.99657387,0.9999999,0.99879414,0.99914336,0.9992462,0.9946324,0.99711245,0.9944148,0.9942914,0.99955595,0.9943206,0.99406695,0.99518096,0.9992438,0.9955179,0.99478304,0.9927591,0.9945014,0.99391425,0.9941755,0.99502605,0.9950053,0.993853,0.99442846,0.99522763,0.9949671,0.96227366,0.9940335,0.9814904,0.9953433,0.98507905,0.9958208,0.99227613,0.9950946,0.9874933,0.99516606,0.9950383,0.9950062,0.9947165,0.98628336,0.9853797,0.9930355,0.9951079,0.9813859,0.9809672,0.97823834,0.9814809,0.9821317,0.9820583,0.98053694,0.9817207,0.98097575,0.98093796,0.9817029,0.9834764,0.98565173,0.9826411,0.9833912,0.98234844,0.97911364,0.98483443,0.9861905,0.9693952,0.9955988,0.99455035,0.94675356
sp|O62792.1|OPSD_GLOME,0.9907037,0.99132997,0.9902122,0.98892933,0.9884634,0.99019915,0.9938322,0.9867281,0.9908055,0.9876794,0.98927015,0.99154264,0.98950356,0.9880161,0.9971402,0.9954395,0.99717283,0.9766691,0.9957955,0.96180797,0.9867449,0.9938191,0.9913858,0.99655676,0.9977298,0.9933733,0.9978632,0.99715847,0.9979053,0.9984127,0.99623656,0.9960957,0.99844205,0.9968122,0.995988,0.9980024,0.9986146,0.99892414,0.9977278,0.9988561,0.99830854,0.9986173,0.9988798,0.9985405,0.99975854,0.99459416,0.9981461,0.9970266,0.9984124,0.9948512,0.99836767,0.9976054,0.9993817,0.9973341,0.99696314,0.99973947,0.99735045,0.9963121,0.99879414,1.0000002,0.9987369,0.99887145,0.99572897,0.9980445,0.9957026,0.9951629,0.99836016,0.9958151,0.99534476,0.9964487,0.99803895,0.9949183,0.99522144,0.9948696,0.9955067,0.99532557,0.99580956,0.996331,0.9955397,0.99510676,0.99554896,0.99599683,0.99594367,0.96599233,0.99522096,0.98517835,0.9954413,0.9884909,0.99607944,0.99347186,0.9958856,0.99051726,0.9960172,0.9956062,0.99587893,0.9957526,0.9896066,0.9881171,0.99387133,0.9958515,0.9849747,0.98455167,0.9818268,0.98430884,0.9851817,0.9852798,0.9841386,0.98544043,0.9840745,0.9844929,0.98467946,0.9852541,0.9881901,0.9837314,0.9852687,0.98365957,0.9822917,0.9868949,0.9879481,0.969789,0.996173,0.99545914,0.95171535
sp|P02700.2|OPSD_SHEEP,0.9892516,0.9900446,0.98844564,0.98645663,0.98592913,0.98737645,0.99167633,0.9829582,0.9881108,0.98538315,0.98806655,0.9905725,0.9896109,0.98677874,0.9962026,0.99577504,0.9973469,0.9744251,0.9946124,0.96308535,0.98595273,0.99185526,0.9905897,0.9960631,0.9968833,0.99134487,0.9978194,0.99604386,0.99745005,0.9976537,0.99620867,0.99650663,0.99920374,0.99643564,0.996177,0.99866253,0.9989031,0.99915427,0.99790835,0.99936116,0.9988202,0.9991204,0.9987334,0.9994453,0.99911064,0.99511063,0.99907446,0.99687886,0.9991986,0.9946977,0.99921215,0.9972092,0.99838406,0.9972671,0.9960809,0.9989681,0.9960928,0.99654555,0.99914336,0.9987369,1.0000001,0.9995724,0.9948615,0.9969467,0.9942461,0.99387443,0.9991382,0.99379253,0.9940703,0.9951352,0.99915576,0.99573845,0.99395084,0.99323654,0.99432343,0.993837,0.9946546,0.99503523,0.9942204,0.9934573,0.9945129,0.9952079,0.9944924,0.9667286,0.9930758,0.98208916,0.9946934,0.98574513,0.99545527,0.9924549,0.99414265,0.9874427,0.9946903,0.99474275,0.994816,0.9941234,0.9865292,0.98507214,0.99300075,0.9957782,0.9816532,0.98161364,0.9781058,0.9817297,0.9823369,0.9825039,0.98104465,0.98271096,0.97966444,0.9811053,0.98112833,0.9818156,0.98396814,0.980966,0.9827297,0.9805339,0.97729343,0.98275393,0.98396206,0.969744,0.99501324,0.9940797,0.9479853
sp|O18766.1|OPSD_PIG,0.9873902,0.98826367,0.986785,0.9850603,0.98439753,0.9860391,0.99090314,0.98236746,0.9872147,0.98410857,0.98687345,0.9896084,0.98802525,0.98489046,0.99550486,0.9950131,0.9980649,0.9728218,0.994857,0.96140176,0.98405737,0.9905555,0.9889572,0.9952683,0.99717724,0.99000525,0.99757963,0.9964753,0.99758303,0.99748755,0.99615693,0.9959926,0.99938166,0.9970211,0.9951796,0.99904037,0.9990769,0.9992944,0.99788386,0.99932694,0.9991828,0.9994639,0.99890876,0.99965715,0.9993412,0.9939368,0.9992828,0.99665344,0.99952066,0.9940527,0.99943006,0.99728954,0.9985577,0.9971681,0.9961098,0.99912775,0.9964791,0.9963409,0.9992462,0.99887145,0.9995724,1.0000001,0.9949429,0.9969456,0.99465734,0.9939854,0.99924004,0.9938815,0.9941247,0.9951656,0.99920475,0.99487275,0.9943126,0.99320847,0.9942867,0.9939232,0.9945965,0.99511546,0.9945023,0.9935046,0.99453646,0.9953251,0.9948541,0.96469045,0.9935981,0.981144,0.99494964,0.984894,0.99563205,0.9927127,0.9945756,0.98705924,0.99496007,0.99499923,0.9951127,0.9944869,0.9861516,0.9843557,0.9932411,0.9952273,0.98055947,0.980477,0.9768865,0.9803357,0.98107845,0.98126197,0.97989064,0.9816165,0.9787907,0.9797842,0.98000216,0.98077416,0.98363906,0.980011,0.98171914,0.97963434,0.9763485,0.9823178,0.9835123,0.9689221,0.9953945,0.99438083,0.9451287
sp|Q9YGZ0.1|OPSD_SARPI,0.9904835,0.990783,0.99060154,0.9888308,0.98858136,0.98987633,0.99386966,0.98709875,0.99078393,0.9842093,0.98683226,0.9874373,0.98731613,0.98774195,0.99650174,0.9950442,0.99359226,0.9783753,0.9918212,0.96816206,0.9852584,0.99294686,0.9879252,0.993692,0.9942684,0.99314487,0.9969859,0.9934838,0.99506104,0.9962238,0.99479294,0.99641544,0.99459535,0.99706376,0.9940099,0.9943197,0.9943385,0.99472505,0.9957136,0.99466217,0.9937483,0.99492294,0.9949888,0.9949844,0.99548984,0.99353474,0.9939352,0.99484545,0.99459285,0.9942205,0.9943007,0.9953747,0.9963998,0.9964339,0.9944234,0.9955521,0.9974034,0.995036,0.9946324,0.99572897,0.9948615,0.9949429,1.0000004,0.9955103,0.9974632,0.99656004,0.99455804,0.9978769,0.99709976,0.9968685,0.99454445,0.9932779,0.9963145,0.99649405,0.9969375,0.99700576,0.99743193,0.9971405,0.9972439,0.9965347,0.99862355,0.9987555,0.9974551,0.9714762,0.997395,0.9861648,0.9973746,0.98829716,0.99795026,0.99725634,0.99705577,0.9890436,0.99775726,0.9981508,0.9984238,0.9979602,0.9883632,0.98660743,0.99737227,0.9939432,0.98480564,0.9850831,0.9819939,0.98358965,0.9847158,0.9851366,0.9841066,0.9871907,0.9835162,0.985666,0.9844897,0.9836729,0.9869303,0.98146456,0.98513335,0.98195016,0.980139,0.98477376,0.98531264,0.97157073,0.9973782,0.99775594,0.94981384
sp|P29403.1|OPSD_XENLA,0.99138945,0.99180794,0.99116385,0.98973703,0.9890576,0.9911899,0.99531376,0.98530877,0.9926466,0.9890835,0.9889601,0.9911064,0.99040246,0.98801106,0.9970172,0.9941611,0.9958511,0.9749327,0.9974018,0.95869666,0.98805505,0.9944111,0.9919436,0.9972839,0.99892783,0.99469507,0.9975257,0.9986479,0.9985204,0.99775136,0.9959876,0.9969342,0.996349,0.9959813,0.99598426,0.9964247,0.99680626,0.9979656,0.99795425,0.9977187,0.99677706,0.99677384,0.99770784,0.99714446,0.9979061,0.99358606,0.9957628,0.9980022,0.99664927,0.9961028,0.9965068,0.9986657,0.9976159,0.9972174,0.99834675,0.9976096,0.9967015,0.9976201,0.99711245,0.9980445,0.9969467,0.9969456,0.9955103,0.99999994,0.9961785,0.9963312,0.9970111,0.997021,0.99602866,0.99746466,0.99665934,0.99460286,0.99617213,0.995194,0.9965027,0.9963495,0.9963835,0.9973563,0.9971437,0.9964733,0.9956036,0.9958366,0.9960222,0.9637566,0.9962544,0.985757,0.9956497,0.9888283,0.9963902,0.993402,0.99652934,0.99122655,0.9963582,0.9957797,0.9960693,0.9966718,0.99079716,0.9894266,0.99404323,0.9977216,0.9869289,0.9863298,0.98333246,0.98581755,0.9867612,0.98680115,0.98454475,0.98677874,0.9852129,0.98588914,0.9852804,0.9863728,0.9890386,0.9856905,0.98605525,0.9842524,0.9834852,0.9880289,0.98870695,0.9677082,0.9961822,0.9961827,0.95361793
sp|P79807.1|OPSD_MYRVI,0.9895777,0.9899382,0.9907137,0.9891829,0.9893509,0.9905591,0.99477094,0.98860294,0.991196,0.9868736,0.9865369,0.9874113,0.9873525,0.9877426,0.9956986,0.9946024,0.99254954,0.9809914,0.99231696,0.9659585,0.98582876,0.9932239,0.98853093,0.9942422,0.99483967,0.9936204,0.9958791,0.993976,0.9944978,0.99639606,0.994064,0.9954816,0.9937985,0.9956033,0.99393296,0.99362856,0.99373984,0.9947111,0.9949299,0.9942027,0.99370635,0.9939762,0.99405867,0.9939826,0.9953505,0.99315906,0.9929178,0.9939966,0.9941308,0.9938036,0.9938421,0.9951628,0.995554,0.99554765,0.9944533,0.9953041,0.9964392,0.99549115,0.9944148,0.9957026,0.9942461,0.99465734,0.9974632,0.9961785,0.9999999,0.9983283,0.9939934,0.9980196,0.99902356,0.99874604,0.99358875,0.9927612,0.9984472,0.9992207,0.9987182,0.9992891,0.99866694,0.99900866,0.9969653,0.9987831,0.9985657,0.9986707,0.9980412,0.9712476,0.99719876,0.9885334,0.998258,0.98982924,0.9987396,0.998242,0.9987946,0.99124914,0.99895525,0.99890053,0.99854046,0.9991533,0.99058264,0.9893291,0.99841857,0.99502355,0.9878783,0.9879564,0.9853985,0.9868133,0.9876255,0.9879271,0.98721325,0.9892125,0.9860187,0.98779774,0.98557746,0.9852755,0.98793095,0.9834125,0.98597205,0.98424995,0.9831651,0.98594785,0.98704183,0.97227997,0.996133,0.9989789,0.9545859
sp|P79898.1|OPSD_SARDI,0.98929495,0.9895483,0.9898545,0.9889468,0.98814034,0.989879,0.9942739,0.98467827,0.99201006,0.9863355,0.98635674,0.9873781,0.98860115,0.98602945,0.9954338,0.99244964,0.99302447,0.97722405,0.99402297,0.960455,0.9862506,0.992977,0.9888586,0.9941449,0.9957238,0.99314797,0.9955368,0.9950229,0.99474794,0.9963181,0.9955545,0.9944739,0.9937415,0.99653107,0.9930484,0.99389654,0.99372303,0.9949034,0.9949837,0.9946414,0.99376243,0.9942074,0.9948141,0.9939389,0.99499214,0.9914533,0.9922941,0.9948111,0.9940214,0.99338233,0.99331856,0.99534965,0.99476755,0.9959354,0.99502796,0.9947312,0.9964617,0.9948015,0.9942914,0.9951629,0.99387443,0.9939854,0.99656004,0.9963312,0.9983283,1.0000002,0.9941318,0.9978983,0.99906695,0.9992785,0.99380255,0.9913851,0.9995326,0.997431,0.99938345,0.9993423,0.9988502,0.99918294,0.9969942,0.9993076,0.9976416,0.9976357,0.99685556,0.964449,0.997146,0.984765,0.9971759,0.9874175,0.99850035,0.99586356,0.99830055,0.9892525,0.99823916,0.99771786,0.99760264,0.99844766,0.98882335,0.98796576,0.99650097,0.99576074,0.98637444,0.98572797,0.9838675,0.9850678,0.9863369,0.98661757,0.9847484,0.98718417,0.9848504,0.9865098,0.98396474,0.9858136,0.98856866,0.9837982,0.9848842,0.98400253,0.983002,0.9872297,0.9876541,0.9677874,0.9969384,0.9978648,0.95212
sp|P32308.1|OPSD_CANLF,0.9866041,0.9872929,0.98596036,0.9831189,0.98292005,0.98497266,0.9911634,0.9813763,0.98696375,0.9849005,0.9896358,0.9912249,0.9882567,0.98444587,0.9956678,0.9945506,0.99863183,0.9698981,0.9961175,0.9557469,0.98285997,0.9911516,0.98902816,0.9960853,0.99789715,0.9906205,0.99685776,0.9972618,0.9985065,0.9974582,0.9969549,0.99591154,0.99931854,0.9969482,0.9958561,0.9993673,0.99950457,0.9994756,0.9982666,0.9996527,0.99930125,0.9993576,0.99898326,0.9995082,0.9988978,0.9937116,0.99901146,0.9978325,0.99945384,0.99366623,0.9992724,0.99814165,0.9980957,0.9975291,0.99711215,0.9987496,0.9957451,0.99686915,0.99955595,0.99836016,0.9991382,0.99924004,0.99455804,0.9970111,0.9939934,0.9941318,1.0000002,0.99416494,0.9938426,0.99495304,0.9995008,0.99583006,0.9946271,0.9922488,0.9945252,0.9935074,0.9940616,0.9947942,0.9954357,0.9935211,0.99442875,0.9952111,0.99455446,0.9603287,0.9942038,0.9803134,0.9952205,0.9844769,0.99573183,0.9921458,0.99452585,0.9864601,0.99484104,0.9946674,0.99482137,0.9943008,0.98560643,0.98445463,0.99290395,0.99520826,0.980589,0.98018014,0.97721136,0.9807036,0.9811214,0.9810171,0.9790907,0.9806513,0.98029935,0.9803537,0.9814638,0.9835236,0.98494595,0.98307514,0.983734,0.9821538,0.978367,0.98445976,0.9854357,0.9690047,0.9957665,0.994228,0.94347584
sp|O42604.1|OPSD_ZEUFA,0.9900861,0.99014044,0.99092966,0.9890222,0.98903203,0.99086875,0.99546444,0.98943186,0.9920275,0.98643166,0.989338,0.9888727,0.98692685,0.9882655,0.9963616,0.99383926,0.9929129,0.98000914,0.9933747,0.9633696,0.98503613,0.99445504,0.9890411,0.99458677,0.99560106,0.9947072,0.9963654,0.99516773,0.99579865,0.99622947,0.9941766,0.9953214,0.99356025,0.99609494,0.9943914,0.99361557,0.99391997,0.9947572,0.99513745,0.99443716,0.99359155,0.99430954,0.99461734,0.9937868,0.9951991,0.9925594,0.9924407,0.99538594,0.993831,0.9929556,0.9932199,0.9958799,0.9962525,0.9956212,0.99542564,0.99503434,0.9966799,0.9956486,0.9943206,0.9958151,0.99379253,0.9938815,0.9978769,0.997021,0.9980196,0.9978983,0.99416494,1.0,0.9984375,0.9979805,0.99337363,0.9932894,0.99768996,0.997367,0.99790376,0.99805826,0.99759805,0.9981445,0.998683,0.9983174,0.9985813,0.9984087,0.997596,0.9686285,0.99879205,0.9886937,0.9978451,0.9906534,0.9983347,0.99741226,0.99816597,0.9918033,0.99876297,0.99832827,0.99850845,0.9987949,0.99144566,0.9901952,0.9976375,0.99486655,0.98891157,0.98841894,0.9867106,0.98752475,0.9885038,0.9886639,0.9869867,0.98968315,0.9888921,0.9897418,0.9886461,0.98880756,0.99072635,0.98713744,0.9892562,0.9872111,0.9863717,0.9897003,0.98991704,0.97010124,0.99788535,0.99851394,0.9575015
sp|P79914.1|OPSD_SARXA,0.9896305,0.98988634,0.9904508,0.988563,0.9884341,0.99013627,0.9945545,0.9879193,0.9906521,0.9868034,0.9876847,0.9875617,0.9868236,0.9878068,0.9953708,0.9939888,0.9919734,0.98072416,0.9919839,0.964474,0.9853475,0.9931488,0.98844475,0.9941267,0.994655,0.9935415,0.9959105,0.99368566,0.9943168,0.99591035,0.9938406,0.9949445,0.9934235,0.9956032,0.993918,0.99317825,0.99348307,0.9947564,0.9944444,0.9943106,0.9935316,0.9941271,0.9942912,0.9936774,0.99484164,0.99267745,0.99215466,0.99418473,0.9940008,0.99248016,0.9933665,0.9946631,0.9951981,0.99543023,0.9939185,0.99466777,0.9961173,0.9954157,0.99406695,0.99534476,0.9940703,0.9941247,0.99709976,0.99602866,0.99902356,0.99906695,0.9938426,0.9984375,0.9999999,0.99879694,0.9936951,0.992721,0.998813,0.99877656,0.99895144,0.9993768,0.9984811,0.99899316,0.99727523,0.9992595,0.9986734,0.9985343,0.9979191,0.9696251,0.9974854,0.9874501,0.9980991,0.9891747,0.99878204,0.99797416,0.9984703,0.9902456,0.9990062,0.9986201,0.9984375,0.9986928,0.98981464,0.9886311,0.99831104,0.99531066,0.9874937,0.9872917,0.9854831,0.98680466,0.9874131,0.98778856,0.9864199,0.98884857,0.98620486,0.98837537,0.98631716,0.98649716,0.9876107,0.98493487,0.9873091,0.98547995,0.9836292,0.9864594,0.9872066,0.9715473,0.9966998,0.99866,0.95520085
sp|P79911.1|OPSD_SARTI,0.9914112,0.9917231,0.99202806,0.9909824,0.99038124,0.9918801,0.99553275,0.98613346,0.9934522,0.9883057,0.98756087,0.9893383,0.9907055,0.9881313,0.9963427,0.99364686,0.9937135,0.97866803,0.99465835,0.9630038,0.9885896,0.9941447,0.99115944,0.9952203,0.9964962,0.99447554,0.99643517,0.9958357,0.99562323,0.9971205,0.9958515,0.99570817,0.99461174,0.99645495,0.9943261,0.9946704,0.9945452,0.9958625,0.9959772,0.99554527,0.9944702,0.9949599,0.99553895,0.99499315,0.9961858,0.9928169,0.9934362,0.9957587,0.99488103,0.994998,0.9943094,0.99624676,0.995927,0.9965013,0.99590033,0.9960393,0.9967677,0.9954833,0.99518096,0.9964487,0.9951352,0.9951656,0.9968685,0.99746466,0.99874604,0.9992785,0.99495304,0.9979805,0.99879694,1.0000004,0.99457526,0.99241906,0.9990852,0.9979547,0.99940187,0.99947,0.99940825,0.999937,0.9968298,0.9989759,0.9976423,0.99769783,0.9969244,0.96691144,0.99690473,0.98681754,0.9968828,0.9894674,0.9983499,0.9958748,0.997993,0.9909116,0.99811226,0.99771374,0.99744445,0.99838036,0.9904281,0.98959196,0.9964198,0.9964511,0.9879367,0.9875108,0.98519665,0.9867259,0.98791385,0.9881447,0.9866203,0.9885954,0.9857204,0.9877186,0.98524,0.9862523,0.9890157,0.9844116,0.9855746,0.9842576,0.9835313,0.9878603,0.9885311,0.97028863,0.99664664,0.997754,0.9530464
