,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|Q9W6A9.2|OP1S1_DANRE,0.345,0.345,0.352,0.351,0.33299999999999996,0.33899999999999997,0.33799999999999997,0.33199999999999996,0.33499999999999996,0.24,0.0,0.133,0.512,0.513,0.475,0.471,0.515,0.504,0.524,0.488,0.506,0.479,0.512,0.505,0.518,0.49,0.518,0.523,0.527,0.507,0.527,0.5,0.522,0.517,0.472,0.506,0.516,0.528,0.522,0.524,0.519,0.52,0.518,0.519,0.527,0.477,0.52,0.514,0.515,0.505,0.514,0.522,0.523,0.519,0.524,0.531,0.518,0.51,0.514,0.534,0.528,0.525,0.528,0.517,0.532,0.52,0.521,0.511,0.52,0.517,0.525,0.482,0.519,0.5329999999999999,0.52,0.526,0.517,0.518,0.538,0.528,0.517,0.521,0.5389999999999999,0.508,0.544,0.503,0.519,0.504,0.5329999999999999,0.527,0.531,0.506,0.531,0.522,0.5429999999999999,0.531,0.513,0.509,0.527,0.523,0.508,0.498,0.51,0.506,0.501,0.501,0.507,0.511,0.501,0.502,0.497,0.504,0.509,0.502,0.496,0.503,0.505,0.505,0.525,0.517,0.525,0.524,0.554
sp|Q90309.1|OPSUV_CARAU,0.34199999999999997,0.34199999999999997,0.352,0.348,0.32899999999999996,0.33499999999999996,0.356,0.347,0.33999999999999997,0.248,0.133,0.0,0.495,0.516,0.479,0.481,0.518,0.501,0.519,0.498,0.491,0.494,0.501,0.508,0.515,0.51,0.518,0.52,0.525,0.515,0.5329999999999999,0.494,0.518,0.509,0.473,0.5,0.515,0.52,0.522,0.52,0.518,0.513,0.519,0.515,0.506,0.477,0.518,0.512,0.511,0.495,0.512,0.522,0.506,0.529,0.527,0.509,0.526,0.504,0.511,0.512,0.521,0.514,0.529,0.519,0.525,0.529,0.516,0.528,0.528,0.517,0.52,0.484,0.528,0.527,0.523,0.528,0.514,0.518,0.5349999999999999,0.53,0.529,0.531,0.528,0.519,0.5389999999999999,0.538,0.531,0.5329999999999999,0.542,0.538,0.544,0.5349999999999999,0.546,0.5329999999999999,0.536,0.544,0.536,0.5329999999999999,0.5369999999999999,0.501,0.5329999999999999,0.53,0.532,0.5329999999999999,0.532,0.532,0.532,0.5349999999999999,0.5409999999999999,0.5369999999999999,0.5369999999999999,0.527,0.5369999999999999,0.5389999999999999,0.532,0.524,0.525,0.5409999999999999,0.546,0.55,0.527,0.54,0.5549999999999999
sp|P32310.1|OPSB_CARAU,0.46599999999999997,0.45699999999999996,0.46699999999999997,0.484,0.479,0.46199999999999997,0.46699999999999997,0.475,0.45999999999999996,0.509,0.512,0.495,0.0,0.261,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.28400000000000003,0.474,0.45099999999999996,0.20699999999999996,0.44299999999999995,0.15400000000000003,0.45199999999999996,0.46399999999999997,0.45699999999999996,0.44699999999999995,0.46699999999999997,0.45699999999999996,0.43999999999999995,0.45099999999999996,0.44899999999999995,0.44899999999999995,0.45399999999999996,0.43600000000000005,0.44399999999999995,0.45099999999999996,0.45299999999999996,0.44899999999999995,0.45299999999999996,0.45099999999999996,0.45099999999999996,0.45299999999999996,0.44899999999999995,0.44099999999999995,0.43400000000000005,0.45199999999999996,0.45399999999999996,0.45699999999999996,0.44699999999999995,0.45199999999999996,0.45499999999999996,0.44199999999999995,0.45299999999999996,0.46099999999999997,0.44399999999999995,0.45899999999999996,0.41000000000000003,0.45199999999999996,0.44699999999999995,0.45599999999999996,0.44499999999999995,0.46399999999999997,0.46599999999999997,0.44599999999999995,0.45299999999999996,0.44699999999999995,0.44499999999999995,0.44799999999999995,0.43999999999999995,0.45499999999999996,0.46099999999999997,0.45099999999999996,0.45299999999999996,0.45099999999999996,0.45099999999999996,0.44399999999999995,0.44099999999999995,0.45799999999999996,0.44999999999999996,0.45599999999999996,0.45499999999999996,0.46799999999999997,0.44399999999999995,0.46099999999999997,0.5369999999999999,0.45799999999999996,0.526,0.45999999999999996,0.46099999999999997,0.45599999999999996,0.528,0.44899999999999995,0.45399999999999996,0.46799999999999997,0.45499999999999996,0.53,0.5389999999999999,0.46199999999999997,0.42100000000000004,0.53,0.526,0.528,0.528,0.534,0.534,0.525,0.536,0.546,0.5509999999999999,0.5449999999999999,0.5469999999999999,0.55,0.538,0.544,0.5349999999999999,0.538,0.5449999999999999,0.5509999999999999,0.508,0.45999999999999996,0.45499999999999996,0.486
sp|P87365.1|OPSB_ORYLA,0.46099999999999997,0.46099999999999997,0.475,0.496,0.488,0.49,0.45199999999999996,0.476,0.491,0.526,0.513,0.516,0.261,0.0,0.471,0.473,0.46099999999999997,0.32699999999999996,0.498,0.476,0.257,0.46699999999999997,0.264,0.472,0.502,0.478,0.488,0.5,0.492,0.485,0.486,0.49,0.471,0.495,0.484,0.46099999999999997,0.476,0.46699999999999997,0.48,0.46699999999999997,0.472,0.46799999999999997,0.471,0.46399999999999997,0.45699999999999996,0.473,0.472,0.487,0.46799999999999997,0.487,0.475,0.495,0.45399999999999996,0.484,0.486,0.45899999999999996,0.484,0.46199999999999997,0.473,0.46099999999999997,0.471,0.46399999999999997,0.478,0.496,0.469,0.46499999999999997,0.46399999999999997,0.485,0.45999999999999996,0.475,0.469,0.489,0.46399999999999997,0.46099999999999997,0.46599999999999997,0.46699999999999997,0.46399999999999997,0.476,0.495,0.46699999999999997,0.48,0.48,0.485,0.486,0.502,0.5569999999999999,0.472,0.5529999999999999,0.475,0.476,0.469,0.558,0.469,0.47,0.498,0.487,0.5589999999999999,0.5569999999999999,0.478,0.46799999999999997,0.5569999999999999,0.55,0.556,0.5549999999999999,0.5609999999999999,0.562,0.558,0.556,0.5820000000000001,0.5780000000000001,0.5800000000000001,0.5740000000000001,0.571,0.5700000000000001,0.563,0.5680000000000001,0.5640000000000001,0.5780000000000001,0.5820000000000001,0.538,0.491,0.481,0.55
sp|Q8AYM7.1|OPSG3_DANRE,0.469,0.469,0.471,0.493,0.482,0.479,0.486,0.473,0.476,0.492,0.475,0.479,0.43700000000000006,0.471,0.0,0.06799999999999995,0.26,0.40800000000000003,0.255,0.471,0.41100000000000003,0.124,0.43200000000000005,0.20899999999999996,0.259,0.14500000000000002,0.271,0.259,0.256,0.255,0.247,0.19999999999999996,0.261,0.275,0.08899999999999997,0.248,0.259,0.258,0.252,0.254,0.258,0.262,0.263,0.247,0.255,0.08999999999999997,0.258,0.258,0.269,0.19899999999999995,0.26,0.242,0.263,0.261,0.239,0.266,0.275,0.21599999999999997,0.257,0.269,0.261,0.251,0.30400000000000005,0.255,0.28900000000000003,0.30400000000000005,0.25,0.28400000000000003,0.30400000000000005,0.29700000000000004,0.261,0.15000000000000002,0.30400000000000005,0.28800000000000003,0.30800000000000005,0.30600000000000005,0.30100000000000005,0.29900000000000004,0.28900000000000003,0.30000000000000004,0.30200000000000005,0.30500000000000005,0.28900000000000003,0.476,0.29800000000000004,0.5529999999999999,0.29000000000000004,0.548,0.29700000000000004,0.30400000000000005,0.29800000000000004,0.5489999999999999,0.29800000000000004,0.28800000000000003,0.28700000000000003,0.29200000000000004,0.552,0.554,0.30800000000000005,0.22299999999999998,0.542,0.5429999999999999,0.552,0.5509999999999999,0.552,0.5509999999999999,0.5469999999999999,0.56,0.536,0.534,0.538,0.5429999999999999,0.548,0.5389999999999999,0.5389999999999999,0.5349999999999999,0.542,0.5469999999999999,0.5529999999999999,0.5329999999999999,0.271,0.29000000000000004,0.517
sp|Q9W6A6.2|OPSG4_DANRE,0.472,0.472,0.479,0.498,0.492,0.485,0.495,0.476,0.474,0.498,0.471,0.481,0.43700000000000006,0.473,0.06799999999999995,0.0,0.263,0.397,0.257,0.45799999999999996,0.41700000000000004,0.14,0.43700000000000006,0.21399999999999997,0.261,0.16700000000000004,0.266,0.262,0.258,0.257,0.254,0.20199999999999996,0.263,0.28200000000000003,0.08899999999999997,0.251,0.261,0.26,0.25,0.259,0.256,0.257,0.261,0.248,0.255,0.07199999999999995,0.262,0.256,0.263,0.19999999999999996,0.262,0.248,0.264,0.269,0.248,0.267,0.276,0.21099999999999997,0.254,0.268,0.258,0.249,0.30200000000000005,0.258,0.30400000000000005,0.31200000000000006,0.249,0.28300000000000003,0.31599999999999995,0.31299999999999994,0.262,0.14200000000000002,0.31299999999999994,0.30400000000000005,0.31899999999999995,0.31499999999999995,0.31499999999999995,0.31499999999999995,0.29500000000000004,0.31399999999999995,0.30200000000000005,0.30800000000000005,0.29400000000000004,0.46099999999999997,0.30000000000000004,0.5529999999999999,0.29400000000000004,0.546,0.30000000000000004,0.30300000000000005,0.30500000000000005,0.5509999999999999,0.30200000000000005,0.29000000000000004,0.29000000000000004,0.30000000000000004,0.5549999999999999,0.554,0.30600000000000005,0.22399999999999998,0.5429999999999999,0.5409999999999999,0.5569999999999999,0.5529999999999999,0.5509999999999999,0.55,0.548,0.562,0.531,0.527,0.5409999999999999,0.5489999999999999,0.552,0.532,0.5349999999999999,0.54,0.5469999999999999,0.5489999999999999,0.5549999999999999,0.538,0.268,0.29000000000000004,0.519
sp|Q8HY69.2|OPSD_SMICR,0.488,0.488,0.493,0.506,0.499,0.494,0.475,0.471,0.478,0.52,0.515,0.518,0.43700000000000006,0.46099999999999997,0.26,0.263,0.0,0.43600000000000005,0.16300000000000003,0.475,0.43799999999999994,0.29000000000000004,0.44899999999999995,0.268,0.16000000000000003,0.29700000000000004,0.17600000000000005,0.16000000000000003,0.15400000000000003,0.19899999999999995,0.19899999999999995,0.264,0.11499999999999999,0.18200000000000005,0.26,0.10299999999999998,0.10699999999999998,0.11399999999999999,0.126,0.10799999999999998,0.10599999999999998,0.10699999999999998,0.11199999999999999,0.09699999999999998,0.11199999999999999,0.273,0.10799999999999998,0.128,0.10399999999999998,0.271,0.11499999999999999,0.139,0.128,0.21399999999999997,0.15100000000000002,0.123,0.17900000000000005,0.16100000000000003,0.10999999999999999,0.125,0.10599999999999998,0.10099999999999998,0.17400000000000004,0.15900000000000003,0.22399999999999998,0.21699999999999997,0.09299999999999997,0.19199999999999995,0.22199999999999998,0.23399999999999999,0.10999999999999999,0.28400000000000003,0.21799999999999997,0.22699999999999998,0.22199999999999998,0.22399999999999998,0.22999999999999998,0.236,0.18799999999999994,0.22299999999999998,0.20599999999999996,0.20399999999999996,0.18700000000000006,0.45999999999999996,0.19799999999999995,0.536,0.20699999999999996,0.5329999999999999,0.19599999999999995,0.20499999999999996,0.21199999999999997,0.5329999999999999,0.20799999999999996,0.20899999999999996,0.18600000000000005,0.20999999999999996,0.536,0.529,0.20499999999999996,0.19599999999999995,0.531,0.527,0.53,0.529,0.5389999999999999,0.542,0.526,0.5329999999999999,0.54,0.5389999999999999,0.552,0.5549999999999999,0.548,0.55,0.548,0.5489999999999999,0.53,0.5469999999999999,0.5569999999999999,0.518,0.16700000000000004,0.21099999999999997,0.514
sp|P28682.1|OPSB_CHICK,0.46599999999999997,0.46599999999999997,0.46399999999999997,0.46199999999999997,0.46199999999999997,0.46099999999999997,0.41900000000000004,0.45799999999999996,0.44499999999999995,0.512,0.504,0.501,0.28400000000000003,0.32699999999999996,0.40800000000000003,0.397,0.43600000000000005,0.0,0.43500000000000005,0.43799999999999994,0.242,0.405,0.31599999999999995,0.393,0.42600000000000005,0.41300000000000003,0.41200000000000003,0.42800000000000005,0.42600000000000005,0.42500000000000004,0.44299999999999995,0.402,0.42100000000000004,0.43500000000000005,0.399,0.41000000000000003,0.42800000000000005,0.42200000000000004,0.41700000000000004,0.42100000000000004,0.43100000000000005,0.42700000000000005,0.43600000000000005,0.42900000000000005,0.41800000000000004,0.392,0.41800000000000004,0.42600000000000005,0.42300000000000004,0.40900000000000003,0.42400000000000004,0.41700000000000004,0.41700000000000004,0.43300000000000005,0.42700000000000005,0.42100000000000004,0.42800000000000005,0.402,0.42800000000000005,0.42300000000000004,0.43000000000000005,0.42600000000000005,0.45899999999999996,0.41600000000000004,0.42800000000000005,0.44199999999999995,0.41800000000000004,0.42200000000000004,0.44099999999999995,0.41700000000000004,0.43000000000000005,0.42800000000000005,0.43999999999999995,0.43000000000000005,0.43999999999999995,0.43500000000000005,0.42700000000000005,0.41900000000000004,0.43999999999999995,0.43700000000000006,0.44399999999999995,0.44199999999999995,0.45899999999999996,0.43500000000000005,0.44199999999999995,0.53,0.44199999999999995,0.525,0.43899999999999995,0.44099999999999995,0.44999999999999996,0.522,0.43300000000000005,0.43799999999999994,0.44799999999999995,0.43600000000000005,0.523,0.5329999999999999,0.44299999999999995,0.41200000000000003,0.529,0.534,0.53,0.534,0.53,0.532,0.521,0.526,0.534,0.536,0.5449999999999999,0.558,0.5429999999999999,0.5549999999999999,0.546,0.544,0.53,0.552,0.554,0.502,0.43400000000000005,0.43899999999999995,0.501
sp|P56516.1|OPSD_RANTE,0.501,0.501,0.509,0.529,0.518,0.511,0.496,0.483,0.492,0.526,0.524,0.519,0.474,0.498,0.255,0.257,0.16300000000000003,0.43500000000000005,0.0,0.487,0.45899999999999996,0.277,0.49,0.242,0.05500000000000005,0.277,0.17900000000000005,0.05800000000000005,0.10699999999999998,0.19599999999999995,0.16800000000000004,0.243,0.16400000000000003,0.18899999999999995,0.25,0.14600000000000002,0.15500000000000003,0.15900000000000003,0.131,0.15700000000000003,0.16100000000000003,0.16300000000000003,0.15000000000000002,0.14900000000000002,0.16100000000000003,0.264,0.15200000000000002,0.137,0.16300000000000003,0.249,0.15600000000000003,0.08499999999999996,0.17000000000000004,0.19699999999999995,0.08999999999999997,0.17100000000000004,0.17200000000000004,0.17600000000000005,0.15100000000000002,0.17300000000000004,0.16000000000000003,0.15300000000000002,0.19999999999999996,0.09899999999999998,0.235,0.238,0.14400000000000002,0.19999999999999996,0.244,0.253,0.16000000000000003,0.30000000000000004,0.241,0.237,0.24,0.242,0.255,0.251,0.19699999999999995,0.244,0.21099999999999997,0.21099999999999997,0.20099999999999996,0.478,0.20999999999999996,0.56,0.20699999999999996,0.554,0.21199999999999997,0.21599999999999997,0.21499999999999997,0.5609999999999999,0.21299999999999997,0.20699999999999996,0.18700000000000006,0.21999999999999997,0.556,0.5589999999999999,0.21399999999999997,0.17800000000000005,0.5509999999999999,0.5449999999999999,0.563,0.562,0.5589999999999999,0.5589999999999999,0.5609999999999999,0.565,0.55,0.544,0.5609999999999999,0.567,0.546,0.5489999999999999,0.5469999999999999,0.552,0.554,0.5589999999999999,0.56,0.542,0.18500000000000005,0.21499999999999997,0.525
sp|P51476.1|OPSP_COLLI,0.45199999999999996,0.45199999999999996,0.45999999999999996,0.476,0.475,0.478,0.45299999999999996,0.45799999999999996,0.472,0.514,0.488,0.498,0.45099999999999996,0.476,0.471,0.45799999999999996,0.475,0.43799999999999994,0.487,0.0,0.44299999999999995,0.43999999999999995,0.45899999999999996,0.483,0.485,0.486,0.483,0.486,0.489,0.45799999999999996,0.469,0.472,0.474,0.487,0.477,0.47,0.471,0.486,0.474,0.483,0.469,0.46099999999999997,0.473,0.46499999999999997,0.478,0.47,0.471,0.471,0.46599999999999997,0.469,0.481,0.476,0.489,0.473,0.478,0.482,0.493,0.45899999999999996,0.46499999999999997,0.483,0.469,0.46499999999999997,0.46299999999999997,0.472,0.471,0.485,0.485,0.505,0.488,0.43700000000000006,0.46699999999999997,0.44599999999999995,0.484,0.43799999999999994,0.485,0.484,0.43899999999999995,0.483,0.472,0.488,0.489,0.491,0.46499999999999997,0.18300000000000005,0.477,0.42800000000000005,0.496,0.42800000000000005,0.478,0.484,0.482,0.43000000000000005,0.477,0.486,0.46599999999999997,0.494,0.43100000000000005,0.43000000000000005,0.486,0.474,0.42900000000000005,0.43500000000000005,0.43700000000000006,0.43999999999999995,0.43700000000000006,0.44199999999999995,0.43500000000000005,0.43700000000000006,0.44199999999999995,0.44899999999999995,0.45999999999999996,0.46399999999999997,0.45399999999999996,0.47,0.45499999999999996,0.45799999999999996,0.44399999999999995,0.45899999999999996,0.46399999999999997,0.44899999999999995,0.483,0.492,0.41100000000000003
sp|P51472.1|OPSB_PSAFA,0.46299999999999997,0.46299999999999997,0.475,0.484,0.478,0.46499999999999997,0.45399999999999996,0.46399999999999997,0.45199999999999996,0.501,0.506,0.491,0.20699999999999996,0.257,0.41100000000000003,0.41700000000000004,0.43799999999999994,0.242,0.45899999999999996,0.44299999999999995,0.0,0.42400000000000004,0.22699999999999998,0.42600000000000005,0.45999999999999996,0.43000000000000005,0.44499999999999995,0.45999999999999996,0.44999999999999996,0.43100000000000005,0.44099999999999995,0.43999999999999995,0.43999999999999995,0.44199999999999995,0.41400000000000003,0.43300000000000005,0.43999999999999995,0.44199999999999995,0.44699999999999995,0.44199999999999995,0.44499999999999995,0.44399999999999995,0.44599999999999995,0.43999999999999995,0.43500000000000005,0.40900000000000003,0.44299999999999995,0.45099999999999996,0.44299999999999995,0.43100000000000005,0.44999999999999996,0.44799999999999995,0.43400000000000005,0.44199999999999995,0.45099999999999996,0.43700000000000006,0.44499999999999995,0.41500000000000004,0.44299999999999995,0.43899999999999995,0.44699999999999995,0.43600000000000005,0.46199999999999997,0.45599999999999996,0.44199999999999995,0.44199999999999995,0.43899999999999995,0.44099999999999995,0.43700000000000006,0.43300000000000005,0.44499999999999995,0.42800000000000005,0.44299999999999995,0.43600000000000005,0.44099999999999995,0.44399999999999995,0.43700000000000006,0.43400000000000005,0.44999999999999996,0.44399999999999995,0.45899999999999996,0.45999999999999996,0.45699999999999996,0.397,0.45299999999999996,0.542,0.45599999999999996,0.532,0.46099999999999997,0.471,0.45899999999999996,0.536,0.45699999999999996,0.45199999999999996,0.46199999999999997,0.45899999999999996,0.5369999999999999,0.542,0.471,0.41600000000000004,0.529,0.528,0.5369999999999999,0.54,0.558,0.56,0.536,0.5449999999999999,0.546,0.548,0.56,0.5589999999999999,0.5529999999999999,0.5549999999999999,0.548,0.5469999999999999,0.542,0.546,0.5549999999999999,0.51,0.45299999999999996,0.45799999999999996,0.469
sp|Q8AYM8.1|OPSG2_DANRE,0.478,0.478,0.487,0.506,0.497,0.502,0.498,0.484,0.494,0.504,0.479,0.494,0.44299999999999995,0.46699999999999997,0.124,0.14,0.29000000000000004,0.405,0.277,0.43999999999999995,0.42400000000000004,0.0,0.43799999999999994,0.24,0.276,0.08599999999999997,0.30000000000000004,0.28200000000000003,0.278,0.28400000000000003,0.28500000000000003,0.237,0.29700000000000004,0.30600000000000005,0.15900000000000003,0.28700000000000003,0.28900000000000003,0.29000000000000004,0.28700000000000003,0.28900000000000003,0.29500000000000004,0.29900000000000004,0.29400000000000004,0.28400000000000003,0.29100000000000004,0.14700000000000002,0.29500000000000004,0.28,0.28900000000000003,0.23399999999999999,0.29700000000000004,0.269,0.30000000000000004,0.28700000000000003,0.266,0.30200000000000005,0.29600000000000004,0.246,0.29200000000000004,0.30400000000000005,0.29600000000000004,0.28800000000000003,0.32799999999999996,0.272,0.32999999999999996,0.33799999999999997,0.28200000000000003,0.30900000000000005,0.33999999999999997,0.33999999999999997,0.29700000000000004,0.20199999999999996,0.33999999999999997,0.33099999999999996,0.349,0.345,0.33499999999999996,0.34199999999999997,0.31999999999999995,0.33899999999999997,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.44999999999999996,0.32599999999999996,0.5740000000000001,0.31399999999999995,0.567,0.32899999999999996,0.32899999999999996,0.33099999999999996,0.573,0.32499999999999996,0.30300000000000005,0.31399999999999995,0.31599999999999995,0.575,0.5740000000000001,0.32999999999999996,0.264,0.5640000000000001,0.565,0.569,0.5680000000000001,0.567,0.5660000000000001,0.5640000000000001,0.5820000000000001,0.5469999999999999,0.556,0.5509999999999999,0.5640000000000001,0.5660000000000001,0.548,0.5449999999999999,0.5489999999999999,0.5449999999999999,0.5569999999999999,0.562,0.544,0.29200000000000004,0.31299999999999994,0.509
sp|Q9W6A8.1|OP1S2_DANRE,0.475,0.475,0.482,0.477,0.49,0.478,0.483,0.483,0.477,0.501,0.512,0.501,0.15400000000000003,0.264,0.43200000000000005,0.43700000000000006,0.44899999999999995,0.31599999999999995,0.49,0.45899999999999996,0.22699999999999998,0.43799999999999994,0.0,0.44899999999999995,0.488,0.44299999999999995,0.471,0.492,0.46699999999999997,0.46499999999999997,0.476,0.46199999999999997,0.469,0.45999999999999996,0.44699999999999995,0.46099999999999997,0.45399999999999996,0.45099999999999996,0.471,0.45099999999999996,0.45199999999999996,0.45099999999999996,0.45799999999999996,0.44899999999999995,0.44399999999999995,0.44499999999999995,0.469,0.479,0.45199999999999996,0.45399999999999996,0.44899999999999995,0.484,0.44499999999999995,0.46699999999999997,0.483,0.44599999999999995,0.482,0.43500000000000005,0.45099999999999996,0.44899999999999995,0.45599999999999996,0.44699999999999995,0.472,0.485,0.44499999999999995,0.44999999999999996,0.44499999999999995,0.481,0.44299999999999995,0.46699999999999997,0.45599999999999996,0.476,0.44599999999999995,0.44499999999999995,0.46599999999999997,0.44899999999999995,0.46399999999999997,0.46799999999999997,0.469,0.44999999999999996,0.46099999999999997,0.46099999999999997,0.475,0.46399999999999997,0.473,0.532,0.45999999999999996,0.5369999999999999,0.46399999999999997,0.46699999999999997,0.48,0.558,0.472,0.45999999999999996,0.477,0.46599999999999997,0.5569999999999999,0.529,0.46799999999999997,0.44599999999999995,0.534,0.528,0.527,0.534,0.5369999999999999,0.538,0.528,0.5429999999999999,0.5389999999999999,0.5469999999999999,0.55,0.546,0.546,0.5329999999999999,0.5489999999999999,0.5389999999999999,0.546,0.5509999999999999,0.5529999999999999,0.506,0.487,0.45899999999999996,0.488
